GRC	ENG	Frequency
Διόνυσος	Dionysus	17
Πενθεύς	Pentheus	16
καὶ	and	5
ἐν	in	4
ἢ	or	4
σʼ	you	3
ἐξ	out	2
δʼ	but	2
Κάδμου	of Kadmos	2
νῦν	now	2
μὴ	not	2
οὐκ	not	2
μόνος	alone monos	2
ἐγὼ	I	2
νιν	it	2
σὺ	You	2
με	me	2
δεξιᾷ	right	2
ὄρθου	hold straight	1
κάρα	your head	1
δεινὸς	a man of terror deinos	1
ἰδού	You see	1
κόσμει	You arrange kosmeîn	1
ἀνακείμεσθα	I am depending	1
σοὶ	on you	1
δή	really	1
τέ	And	1
ζῶναί	waistband	1
σοι	your	1
σὺ	for me	1
οἷς	whose	1
πάλιν	all over again	1
προσείων	I was shaking	1
ὡς	the way	1
ἐγώ	I	1
καθήρμοσα	had secured	1
ὑπὸ	by	1
μίτρᾳ	the headband mitra	1
ἔνδον	inside	1
αὐτὸν	it the lock of hair	1
ἀνασείων	forward and backward	1
καταστελοῦμεν	will arrange	1
βακχιάζων	in a Bacchic state of mind bakkhiazōn	1
μεθώρμισα	displaced	1
ἕδρας	of place	1
ἡμεῖς	I	1
θεραπεύειν	to care therapeuein	1
σε	for you	1
μέλει	concern it is	1
χαλῶσι	has come loose	1
τείνουσιν	they extend	1
κοὐχ	not	1
πότερα	which one	1
σῶν	to you	1
ὅταν	when	1
βάκχας	Bacchants bakkhai	1
σώφρονας	moderate sōphrones	1
ἴδῃς	you see	1
παρὰ	contrary	1
λόγον	to expectations	1
λαβὼν	shall I hold	1
ἡγήσῃ	you will consider	1
θύρσον	the wand thursos	1
χερὶ	with my hand	1
τῇδε	with this other one	1
εἰκασθήσομαι	I will look like	1
μᾶλλον	more	1
βάκχῃ	a Bacchant bakkhē	1
χρὴ	You must	1
τῶν φίλων	among those near and dear philoi	1
πρῶτον	the foremost	1
ἑξῆς	in the order	1
δεξιὸν	right	1
πέπλων	of your robe peplos	1
στολίδες	the pleats	1
σέθεν	your	1
σφυροῖσι	ankles	1
ὑπὸ	down around	1
δοκοῦσι	see	1
κἀμοὶ	I	1
πόδα	my foot	1
παρὰ	around	1
παρά	around	1
γε	At least	1
τἀνθένδε	on this other side	1
πέπλος	the robe peplos	1
ἔχει	does extend	1
τένοντʼ	in a line	1
ὀρθῶς	straight	1
οὐχ	not	1
εἰσορᾶν	I see	1
ὅδε	this	1
μοι δοκῶ	I think	1
κατάσκοπος	to spy	1
λόχου	her company	1
θυγατέρων	of the daughters	1
μιᾷ	one	1
πρέπεις	you look like	1
μορφὴν	shaped	1
ὁρᾶν	I see	1
δύο	two	1
μητρός τῆς	on mother	1
ἡλίους	suns	1
δὲ	and	1
Θήβας	of Thebes	1
ἑπτάστομον	seven-gated	1
πόλισμʼ	city polisma	1
δισσὰς	two	1
καὶ	And	1
σῆς	your	1
ἔχων	wearing	1
ταῦρος	a bull	1
ἀσπούδαστα	things that cannot be rushed	1
ὄνθʼ	who is	1
τὸν πρόθυμον	eager	1
ἃ	that	1
χρεὼν	should be	1
τʼ	and	1
ὁρᾶν	to see seen	1
σπεύδοντά	who rushes to accomplish	1
λέγω	I am talking	1
βάκχης	a Bacchant bakkhē	1
Πενθέα	to Pentheus	1
ἔξιθι	Come out from	1
δωμάτων	the palace	1
ὄφθητί	Let have a look	1
μοι	me	1
σκευὴν	the costume	1
γυναικὸς	of a woman	1
μαινάδος	a maenad mainas	1
ἡγεῖσθαι	as you are leading	1
δοκεῖς	seem to have	1
ἐξέστηχʼ	is out of place	1
ἐμῆς	my	1
φαίνομαι	do I appear phainesthai	1
δῆτʼ	So	1
οὐχὶ	not	1
τὴν στάσιν	the dancing pose stasis	1
Ἰνοῦς	of Ino	1
Ἀγαύης	of Agaue	1
μητρός	mother	1
ἑστάναι	Do I have	1
ὁρᾶν	be seeing	1
ὁρῶν	Looking	1
σʼ	at you	1
δοκῶ	I think	1
δεξιῷ	right	1
αὐτὰς	them	1
ἀλλʼ	but	1
πλόκαμος	lock of hair plokamos	1
τί	what	1
χρή	should	1
προσπεφυκέναι	sprouted	1
τεταύρωσαι	You have become a bull	1
κέρατα	horns	1
κρατὶ	on head	1
σῷ	your	1
ποτʼ	before	1
ἦ	ever	1
ἦσθα	Were you	1
θήρ	a beast	1
ὁ θεὸς	The god	1
ἃ	what	1
ὁμαρτεῖ	accompanies	1
πρόσθεν	formerly	1
ὢν	he was	1
εὐμενής	of good intentions eu-menēs	1
ἔνσπονδος	He has a truce	1
ἡμῖν	with us	1
δʼ	and	1
ὁρᾷς	you see	1
χἅμα	and at the same time	1
τοῖς ὤμοις	on shoulders	1
ποδὶ	with your foot	1
λέγεις	You are talking	1
ὄντα	you will be	1
ἔρχομαι	I am going	1
ἐπὶ	with	1
τόδʼ	that	1
φερόμενος	being carried—	1
ἥξεις	You will return	1
ἁβρότητʼ	about desire for luxury habrotēs	1
ἐπίσημον	a distinctive sign epi-sēmon	1
ἐμὴν	my	1
χερσὶ	the arms	1
μητρός	of your mother	1
ἀξίων	worthy deeds	1
ἅπτομαι	I am undertaking	1
σὺ	you	1
δείνʼ	things of terror deina	1
πᾶσιν	to all	1
ἡ τεκοῦσά	mother	1
ἔρχῃ	you are going	1
ἐχρῆν	must happen	1
τόδε	this	1
εἰμʼ	I am	1
ὑπερκάμνεις	enter the struggle	1
πόλεως	of city polis	1
τοιγάρ	And so	1
ἀγῶνες	the ordeals agōnes	1
οὓς	that	1
ἀναμένουσιν	are awaiting	1
κεῖθεν	down from up there	1
ἕπου	Follow	1
εἶμʼ	am	1
πομπὸς	your guide	1
σωτήριος	giving salvation sōtērios	1
δʼ	But	1
ἄλλος	someone else	1
ἀπάξει	will lead	1
πάθη	experiences pathos	1
κἀπὶ	after	1
αὐτῶν	of those Thebans	1
ἦ	really	1
ἔσται	will be	1
σημανεῖ	signals sēmainein	1
τἄλλα	other	1
αὐτὸ	things	1
οὖν	certainly	1
ἀλλʼ	Then	1
αὐτὸν	it the lock hair	1
δὲ	So	1
Βρόμιος	Bromios Dionysus the Thunderer	1
ἀνασπάσω	as I raise up	1
κορυφαῖς	the mountains	1
σφᾶς	of them	1
μόνος	only	1
ἀνὴρ	the one	1
τῆσδʼ	this	1
τρυφᾶν	in luxury truphē	1
ἐγὼ	I myself	1
ὁ νικήσων	the victory	1
ὥστʼ	that	1
θυγατέρες	daughters	1
κλέος	a glory kleos	1
εὑρήσεις	you will find	1
στηρίζον	reaching	1
οὐρανῷ	to the sky	1
ἔκτεινʼ	Hold out	1
χεῖρας	your hands	1
Ἀγαύη	Agaue	1
θʼ	and	1
δʼ	And	1
ὁμόσποροι	her sisters	1
τὸν νεανίαν	The young man	1
ἄγω	is being led by me	1
εἰς	to	1
τόνδʼ	this	1
μέγαν	great	1
ἀγῶνα	ordeal agōn	1
τολμῶν	who dares to do	1
Θηβαίας	of Thebes	1
αἴρειν	make an upward motion	1
βραχίονα	arm	1
δεῖ	they should be	1
φέρωμεν	Shall we bring	1
μοχλοὺς	levers	1
χεροῖν	my hands	1
ὑποβαλὼν	throwing under	1
ὦμον	a shoulder	1
σύ	you	1
ἔχεις	they are	1
διολέσῃς	must destroy	1
τὰ ἱδρύματα	the dwelling places	1
Νυμφῶν	of the Nymphs	1
ἕδρας	the places	1
Πανὸς	Pan	1
ἔνθʼ	where	1
ἔχει	stays	1
οἵας	the way	1
ὑγιεῖς	sound	1
ἔλεξας	You said	1
ἐμοῖς	my	1
αἰνῶ	I approve aineîn	1
μεθέστηκας	you have shifted	1
φρενῶν	in your thinking phrenes	1
Κιθαιρῶνος	of Mount Kithairon	1
ἂν δυναίμην	Could I	1
φέρειν	carry	1
δεινὸς	A man of terror deinos	1
τὰς πτυχὰς	the ridges	1
εἶχες	were	1
βάκχαις	Bacchants	1
αὐταῖσι	and all	1
δύναιʼ ἄν	You could	1
εἰ	if	1
βούλοιο	you wanted to	1
πρὶν	earlier	1
τὰς φρένας	Your thoughts phrenes	1
συρίγματα	playing on his pipe	1
καλῶς	well	1
μέσης	the middle	1
τοῦτʼ	this thing	1
ἕρκεσιν	hiding places	1
φιλτάτοις	their most beloved phila	1
ἔχεσθαι	held	1
φύλαξ	a guardian	1
ἀποστέλλῃ	sent out	1
ἐπʼ	to counter	1
αὐτὸ	exactly	1
ἴσως	Perhaps	1
ὣς	like	1
λήψῃ	you will catch	1
σφᾶς	them	1
ἢν μὴ	unless	1
σὺ	you yourself	1
ληφθῇς	get caught	1
κόμιζε	Bring	1
διὰ	through	1
ὄρνιθας	birds	1
λόχμαις	the bushes	1
οὐ	not	1
κρύψῃ	will hide yourself	1
νικητέον	my victory	1
σθένει	force	1
γυναῖκας	the women	1
δέμας	body	1
ἐμὸν	my	1
κρύψω	I will hide	1
ἐλάταισιν	under the fir trees	1
κρύψιν	by hiding	1
κατάσκοπον	as a spy	1
ἥν	as	1
χρεών	should	1
σε	you	1
κρυφθῆναι	be hidden	1
ἐλθόντα	coming	1
μαινάδων	on the maenads mainades	1
δόλιον	crafty	1
σὲ	You	1
