GRC	ENG	Frequency
Διόνυσος	Dionysos	17
Πενθεύς	Pentheus	16
σʼ	you	3
ἢ	Or	2
σὺ	You	2
ὁρᾶν	to see	2
ἐγὼ	I	2
με	me	2
νιν	it	2
στολίδες	pleats	1
χαλῶσι	is loose	1
κόσμει	redo	1
τέ	And	1
κοὐχ ἑξῆς	uneven	1
σοι	your	1
ζῶναί	belt	1
σοὶ	your	1
σημανεῖ	obvious	1
ἡμεῖς	I ' m	1
σέθεν	your	1
θεραπεύειν	to serve	1
σε	you	1
πάλιν καταστελοῦμεν	I ' ll redo	1
ὄρθου	still	1
βακχιάζων	like a maenad	1
ἀνασείων	back and forth	1
αὐτὸν	my head	1
προσείων	I was tossing	1
ἔνδον	inside	1
μίτρᾳ	under	1
καθήρμοσα	had tucked	1
ἐγώ	I	1
σφυροῖσι	ankles	1
δοκοῦσι	see	1
ὑπὸ	around	1
παρὰ	not what	1
εἰκασθήσομαι	to look	1
τῇδε	like this	1
ἢ	or	1
χερὶ	in my hand	1
δεξιᾷ	right	1
λαβὼν	Do I take	1
θύρσον	the thyrsos	1
βάκχας	the Bakkhai	1
σώφρονας	sensible	1
λόγον	expect	1
ἴδῃς	you see	1
δεξιὸν	the right	1
ὅταν	when	1
σῶν	your	1
τῶν φίλων	friend	1
ἡγήσῃ	You ' ll think	1
πρῶτον	best	1
τένοντʼ	it hangs	1
ὀρθῶς	straight	1
τἀνθένδε	Over here	1
γε	so far as	1
κἀμοὶ	I	1
παρά	on	1
οὐχ	not	1
ἀλλʼ	But	1
ἐξέστηχʼ	is out of place	1
κατάσκοπος	for spying	1
ἡγεῖσθαι	leading	1
ταῦρος	like a bull	1
καὶ	And	1
ἑπτάστομον	with seven gates	1
Θήβας	a Thebes	1
δισσὰς	double	1
δὲ	And	1
ἡλίους	suns	1
δύο	two	1
μοι δοκῶ	I seem	1
μαινάδος	maenad-suit	1
προσπεφυκέναι	growing	1
σκευὴν	get-up	1
βάκχης	Bakkhic	1
μοι	me	1
ὄφθητί	show	1
ἔξιθι	Come out	1
ὁρᾶν	see	1
χρεὼν	you should	1
μὴ	not	1
ὄνθʼ	on seeing	1
τὸν πρόθυμον	keen	1
λέγω	talking I ' m	1
ἡμῖν	me	1
κρατὶ	head	1
ὅδε	this	1
τί	How	1
πλόκαμος	bit of hair	1
βάκχῃ	Bakkhic	1
αὐτὰς	them	1
εἰσορᾶν	I ' m seeing	1
δοκῶ	I feel	1
ἐμῆς	my	1
μητρός	mother	1
Ἀγαύης	Agave	1
ἑστάναι	stands	1
Ἰνοῦς	Ino	1
φαίνομαι	do I look	1
χρή	ought	1
σῷ	your	1
ἃ	as	1
ὁρᾷς	You ' re seeing	1
ἔνσπονδος	he ' s on side	1
ἡμῖν	our	1
ὁμαρτεῖ	is with	1
ὁ θεὸς	The god	1
τεταύρωσαι	You ' re a bull	1
ποτʼ	all the time	1
θήρ	an animal	1
ἦσθα	Were you	1
κέρατα	horns	1
μᾶλλον	really	1
χἅμα	in time	1
δεξιᾷ	Right	1
σωτήριος	saviour	1
ἐν	In	1
ἁβρότητʼ	a luxury	1
φερόμενος	carried	1
ἥξεις	You ' ll be	1
ὄντα	You ' ll be	1
