GRC	ENG	Frequency
πρῶτος	first	2
ἠβαιὸν	A little	1
ἄλλυδις	about	1
πεφυγμένον	escape	1
ὄλεθρον	my wreak	1
ποτιφωνήεις	could speak	1
εἰπεῖν	tell	1
ὅππῃ	where	1
κεῖνος	he	1
ἐγκέφαλός	brain	1
σπέος	cave	1
θεινομένου	break	1
οἴνῳ	with wine	1
ῥαίοιτο	strew’d	1
πρὸς	here	1
οὔδεϊ	and there	1
ἐμὸν	my	1
κῆρ	heart	1
κακῶν	foul	1
λωφήσειε	ease	1
οὐτιδανὸς	nought	1
Οὖτις	No-Man	1
φρένας	me down	1
ὑπέλυσα	next	1
ἄνθεα	flow’r	1
ἔστειχε	came to pass	1
στεινόμενος	loaded	1
καὶ	And	1
ἐμοὶ	me	1
ἐπιμασσάμενος	did hang	1
προσέφη	talk’d	1
ὕστατος	last	1
πάρος	hast	1
νέμεαι	hast	1
ῥοὰς ποταμῶν	flood	1
δαμασσάμενος	wrought	1
ἄνακτος	mine	1
πανύστατος	last remain	1
ὀφθαλμὸν	eye	1
ποθέεις	wish	1
ἀνὴρ	man	1
κακὸς	abhorr’d	1
ἐξαλάωσε	put out	1
λυγροῖς	execrable	1
ἑτάροισι	rout	1
ἑταίρους	friends	1
λυόμην	los’d	1
τί	Why	1
μένος	would	1
βιβάς	held	1
μακρὰ	State	1
σύ	thou	1
ἦ	Dost	1
πώ	But	1
ὁμοφρονέοις	knew’st	1
τε	and	1
ἐμὸν	me	1
ἠλασκάζει	lurks	1
τέρενʼ	tender	1
διὰ	To	1
μοι	I	1
πόρεν	priz’d	1
κριὸν ἕο	him	1
ἀπὸ	from	1
αὐλῆς	hold	1
δʼ	And	1
ἀπὸ πέμπε θύραζε	abroad	1
νῦν αὖτε	now	1
ποίης	blossom	1
πολὺ	still	1
ἀρνειοῦ	his	1
δὲ	at	1
ἐλθόντες	brought	1
λάχνῳ	his wool with	1
πυκινὰ	together	1
πρῶτος	First	1
σταθμόνδε	fold	1
λιλαίεαι	still	1
ἑσπέριος	at even	1
τὸν	that	1
τι	Thou	1
ἀλλὰ	but	1
σὺν	Assisted by	1
οὔ	not	1
ὃν	he	1
δʼ	For	1
κριὲ πέπον	ram	1
ἀρνειὸς μήλων	ram	1
οὔ	never	1
γε	thus	1
λελειμμένος ἔρχεαι	lag	1
ὕστατος	The last	1
