GRC	ENG	Frequency
καὶ	and	3
οἱ δʼ	They	1
ἀμβαίνειν	go	1
κατέδυ	down	1
κνέφας	shade	1
κοιμήθημεν	resign’d	1
φάνη	came	1
ἠριγένεια Ἠώς	Morn	1
ἑτάροισιν	men	1
ἐποτρύνας ἐκέλευσα	rais’d	1
ἐγὼν	I	1
λῦσαι	weigh	1
πρυμνήσια	aboard	1
ἦμος	then	1
εἴσβαινον	boarded	1
πλέομεν	sail	1
ἄσμενοι	comfort	1
θανάτοιο	lost	1
νῆα	fleet	1
τύπτον	beat	1
ἐμοὶ	me	1
ὀδυρόμενοι	mourning	1
ἠέλιος	sun	1
ἄσπετα	lib’ral	1
μέθυ	wine	1
ἀνάσσει	commands	1
κελαινεφέι	cloud-compelling	1
νῆσον	island	1
ἔνθα	where	1
ψαμάθοισιν	sand	1
Κύκλωπος	Cyclops’	1
ἐυκνήμιδες ἑταῖροι	my men	1
δόσαν	made	1
ἔξοχα	Above all others	1
πᾶσιν	all	1
ἔκαιον	burn’d	1
τὴν	The	1
δαιομένων	sacrifice	1
ἐμπάζετο ἱρῶν	grace	1
μερμήριξεν	studied	1
ἀπολοίατο	overthrow	1
ἐρίηρες ἑταῖροι	men	1
πρόπαν	All	1
ἠέλιον καταδύντα	sun-set	1
ἥμεθα	sat	1
κρέα	meat	1
αἶψʼ	away	1
ἁθρόαι	whole	1
ὅτε	then	1
ἐς	till	1
ὡς	that	1
μήλων	ram	1
τίς μοι	our	1
μηρίʼ	thighs	1
ὁ δʼ	my	1
ἀλλʼ	but	1
νῆες	fleet	1
ἦμαρ	day	1
τότε	yet	1
βῆμεν	drew	1
δαινύμενοι	took in	1
τε	and	1
ἅλα	aged	1
ἔνθεν δὲ προτέρω	forth	1
ἀκαχήμενοι	sad	1
ἐκ	since	1
ἑταίρους	more	1
δασσάμεθʼ	dividing	1
ἥατʼ	lay	1
ἀτεμβόμενος	wrung	1
αὐτοὶ	we	1
ἑταῖροι	friends	1
ἐν	up to	1
ἐλθόντες	arriv’d	1
μῆλα	sheep	1
ἑζόμενοι	sat	1
ἑξῆς	All	1
οὐκ	no	1
ῥηγμῖνι θαλάσσης	flood	1
ἀρνειὸν	portion	1
οἴῳ	all	1
ὃς	that	1
ἔνθʼ	Where	1
ποτιδέγμενοι ἐκέλσαμεν	land	1
ἀλλʼ	But	1
ἀφικόμεθʼ	made good	1
ἄλλαι	other	1
νῆες	ship	1
ἐύσσελμοι	more arm’d	1
μένον	stronglier	1
ἀμφὶ	In which	1
ἡμέας	we	1
αἰεί	ev’ry minute	1
Ζηνὶ	Jove	1
