AKK	ENG	Frequency
KÙ BABBAR	silver	6
šá	that	4
KÙ GI	gold	4
É	temple	4
la	had not	3
EN-ia	my lord	3
LUGAL	king	2
d nin-gal	Ningal	2
ar-ṣip	I built	2
ú-šak-lil	completed	2
tam-šil	replica	2
d UTU	Šamaš	2
be-lu-ti-šá	of her lordly majesty	2
ni-siq-ti	precious	2
GUN	talents	2
mu-šab	dwelling place	2
da-ra-a-ti	eternal	2
ina	with	2
qí-bit	command	2
NA₄ MEŠ	stones	2
a-na	in	2
NINA KI	Nineveh	2
AN ŠÁR	of Aššur	2
ṣir-ti	exalted	2
šá	of	2
d NIN LÍL	of Mullissu	2
a-na	as	2
É GAR₈ MEŠ-šú	its walls	2
si-ḫir-ti-šá	its entirety	1
⸢ik⸣-šú-da	I had co nq uered	1
šu-pu-šá-tu	been constructed	1
na-⸢ki⸣-ri	of en e mies	1
i-na-an-na	now	1
a-na- ku	I	1
a-gúr-ri	baked bricks	1
si-ma-a-ti	representations	1
ša	that	1
ar-ṣip	built	1
na-ki-ri	of enemies	1
da-ad-me	settlements	1
tam -⸢lit⸣	inlai d	1
ú-mal-li	I filled	1
lu-le-e	splendor	1
NA₄ ZA GÌN	lapis lazuli	1
ú-⸢šak⸣-lil	co mp leted	1
NA₄ ZÚ	obsidian	1
sa-al-ḫu	is laden with	1
šá	who se	1
ziq-qur-rat	ziggurrat	1
iš-pil-lu-ur-⸢ti⸣	cross-shap e d	1
AŠ A AN	outer	1
KÁ	gate	1
uḫ-ḫi-iz	inlaid	1
ab-ni-ma	I built	1
GIŠ EREN	cedar	1
šá	with	1
GIŠ MÁ	boat	1
GIŠ má-tum-ma-⸢al	Matumma l	1
⸢NINA⸣ KI	of Nine ve h	1
é-ki-bi-kù-ga	Ekibikuga	1
ina	by	1
ú-⸢ṣir⸣	I depi ct ed	1
UGU-šá	on it	1
d nin-zá-dím	of Ninzadim	1
ši-pir	craft	1
ina	Through	1
kan-šú- ti -⸢ia⸣	bowed d own to me	1
LUGAL MEŠ	kings	1
GIM	like	1
ù	as well as	1
áš-tak-ka-nu	I had regularly brought about	1
⸢DINGIR⸣-ú-ti-šá	of her d ivini ty	1
maḫ-ri	previous	1
u₄-me	days	1
si-ma-ti-šá	its specifications	1
ú-šal- bi-šá	cl ad	1
az-qup	erected	1
KUR KUR	of Lands	1
ḫi-ṣib	of Abundance	1
KÁ	Gate	1
ina	at	1
ú-rak-kis	fastened	1
KÙ BABBAR	of silver	1
me-ser	band	1
MAḪ MEŠ	tall	1
GIŠ ⸢EREN⸣	dar of ce	1
GIŠ tim-me	columns	1
⸢KÙ⸣ GI	g old	1
ag-mur-ma	I finished	1
ina	into	1
ši-pir-šú	its construction	1
GAL-e	great	1
EN	lord	1
i-na	by	1
⸢ši⸣-pir-šú	construction	1
ig -mu-ra	fin ished	1
ba- nu-u-a	who had enge ndered me	1
AD	father	1
KUR AN ŠÁR KI	of Assyria	1
MAN	king	1
AN ŠÁR-PAP-AŠ m	Esarhaddon	1
šá	whose	1
AN ŠÁR	Aššur	1
é-šár-ra	Ešarra	1
LIBIR RA MEŠ	original	1
UD 21 KAM	twenty-first day	1
ina	to	1
im-ma-šu-ma	had been forgotten	1
AD MEŠ-ia	my ancestors	1
LUGAL ⸢MEŠ⸣	of king s	1
pel-lu-⸢de⸣-e	of pelludû-rites	1
ul-tu	since	1
⸢par⸣-ṣe-šá	whose ri tes	1
ú-šal-la-mu	properly carries out	1
uṣ-ṣu-ma	goes out	1
GAL-tu	great	1
GAŠAN	divinity	1
ITI AB	Ṭebētu	1
