GRC	ENG	Frequency
κτείνει	ruined	2
ἀπὸ	away	2
δόλῳ	tricked	2
ἐμὸν δʼ	I	1
ἐλαύνει	driving off	1
ἄμμε	us	1
τίθησθα	let	1
ἀύπνους	not sleep	1
μή	no	1
τίς	man	1
σευ	your	1
μῆλα	flock	1
σʼ αὐτὸν	you	1
νύκτα	night	1
ἦ	has	1
ἦ	s	1
Πολύφημος	Polyphemos	1
προσέφη	roared	1
ἐξ	Out	1
ἄντρου	of cave	1
Οὖτίς	Nohbdy	1
μή τίς	nobody	1
εἰ	if	1
σε	you	1
βιάζεται	played foul	1
ἀμβροσίην	starry	1
ἐβόησας	cry	1
διʼ	in	1
οἵ	who	1
χερσὶν	hands	1
Κύκλωπας	for Kyklopes	1
ἤπυεν	howl	1
αὐτὰρ	then	1
ὁ	he	1
ἀμφὶς	nearby	1
ἠνεμοέσσας	windy	1
ἄκριας	peaks	1
διʼ	on	1
σπήεσσι	caves	1
ᾤκεον	lived	1
νοῦσον	in pain	1
ἐν	in	1
ἀίοντες	heard	1
οἱ δὲ	Some	1
ἐφοίτων	came	1
ἄλλοθεν ἄλλος	by divers ways	1
περὶ	around	1
εἴροντο	call	1
ἱστάμενοι	clump	1
Πολύφημʼ	Polyphemos	1
τίπτε	What	1
οἶον	lonely	1
ἀλέασθαι	use	1
Διὸς	Zeus	1
τοὺς δʼ	the	1
ὄεσσι	beast	1
στείχοντα	bolted—	1
ἤλπετʼ	hoping	1
νήπιον	a fool	1
με	me	1
ἀπαμειβόμενοι	reply	1
οἱ δʼ	they	1
ὧδʼ	so	1
ἀρημένος	sore	1
αὖτʼ	in answer	1
τινά	any	1
ἔφαν	saying	1
ὣς	So	1
ἀμύμων	like a charm	1
τὸν μὲν	it	1
ἕο	his	1
ἀλύων	wild	1
μιν	him	1
ἀγόρευον	made	1
εἶναι	be	1
μʼ	I	1
εἴ	for	1
καθέζετο	squatted	1
μεγάλου	great	1
ὄνομʼ	name	1
πού	somehow	1
οὔ πως	no	1
σύ	your	1
εὔχεο	pray	1
πατρὶ	father	1
Ποσειδάωνι	Poseidon	1
ἄνακτι	Lord	1
ἀπιόντες	trailed away	1
ἐγέλασσε	filled with laughter	1
ὡς	how	1
ἐξαπάτησεν	deceived them	1
πετάσσας	thrown wide	1
Κύκλωψ	Kyklops	1
στενάχων	wheezing	1
ὠδίνων	came on him	1
ὀδύνῃσι	the pain	1
ψηλαφόων	fumbled	1
εἷλε	wrench	1
λίθον θυράων	doorstone	1
θύρῃσι	the breach	1
εἰνὶ	in	1
χεῖρε	arms	1
ἔρριψεν	threw	1
