AKK	ENG	Frequency
ù	and	4
DINGIR DINGIR	of gods	3
su-uk-ki-šu	its bank	2
ma-aḫ-ri	former	2
PA₅	canal	2
d AMAR UTU	Marduk	2
i-na	in	2
ra-bí-ù	great	2
LUGAL	king	2
a-a-bi	foes	1
na-a-ri	kill	1
ka-ša-dam	conquer	1
GAL GAL	great	1
d èr-ra	Erra	1
ša-ga-pú-ru	majestic	1
id -di-nu-šu	ga ve	1
ka-ak-ku-šu	his weapon	1
ša	wh om	1
⸢DINGIR⸣	gods	1
ma-a-ti	land	1
iq⸣- bu -šu	prono unced	1
pu-úḫ-ri-šu-nu	their assembly	1
⸢za-ni-nu-ut-su-nu⸣	who provides	1
e-pé-⸢ša	to act	1
ša	to	1
a-na	for	1
za-na-na₇	by taking care	1
é-sag-íl	of Esagil	1
⸢é-zi-da⸣	Ezida	1
⸢ù	and	1
é-mes-lam	Emeslam	1
ma-ḫa-zi	cult centers	1
ṣi-i-ru -ti	exalted	1
⸢ša⸣	and	1
⸢KÁ DINGIR KI⸣	of Babylon	1
za -ʾi-i-ri	ene mies	1
⸢a⸣-na	in order to	1
ú -ša-at-mi-iḫ	le t grasp	1
a-na	with	1
ba -⸢bi⸣-lam KI	of Ba bylon	1
⸢ša⸣	whom	1
be-lu	lord	1
DINGIR	god	1
⸢ba-nu-šu⸣	who created him	1
⸢i⸣-na	in	1
ku-un	steadfast	1
li-ib-bi-šu	his heart	1
⸢ut-tu-šu-ma⸣	selected	1
ni-šim	people	1
ra-ap-ša-a-ti	widespread	1
⸢iš-ru-ku-šu-ma⸣	granted	1
ṣa-al-ma-at qá-qá-dam	black-headed	1
⸢re⸣- ʾe -⸢e⸣	shep her ding	1
ba-⸢ʾu⸣-ú-la-a-ti	subjects	1
ú-ma-al-lu-ú	entrusted	1
⸢ša⸣	whose	1
qá-tu-uš-šu	hands	1
NÍG GIDRU	scepter	1
i-ša-ar-ti	just	1
uš-pa-ri	rod	1
ki-⸢i⸣-nim	legitimate	1
d AG	Nabû	1
pa-qí-id	overseer	1
ki-iš- ša -at	of tota li ty	1
⸢ša⸣-mé-e	heaven	1
er-⸢ṣe⸣-ti	earth	1
šu-um-mu-ḫu	make prosper	1
d NÈ ERI₁₁ GAL-LUGAL-ú-ṣu-úr	Ne riglissar	1
be-lu⸣	lord	1
⸢KÁ DINGIR RA⸣ KI	of Babylon	1
KÁ DINGIR RA KI	of Babylon	1
é-zi-da	Ezida	1
a-za-an-na-an	provide	1
e-eš-re-e-ti	shrines	1
uš-te-eš-še-er	keep in good order	1
⸢ši-ṭir	inscriptions	1
MU⸣-ia	my name	1
ab-na-a	I made	1
qé-er-bu-uš-šú-nu	inside	1
aš-ku -⸢un⸣	plac ed	1
⸢ì-nu⸣-mi-šu	At that time	1
li-bi-il-ḫé-gál-la	Lībil-ḫegalla	1
d UTU ⸢È⸣	eastern	1
ša	which	1
i-qí-ip-⸢pu⸣	they entrust	1
⸢LUGAL⸣	king	1
ú-ša-aḫ-ru-ma	had had dug	1
ku-up-ri	bitumen	1
a-gur-ri	baked bricks	1
⸢i⸣-na	with	1
la	not	1
ik-ṣú-ru	had constructed	1
ú-ša-aḫ-ri-ma	I had re dug	1
ak-ṣu-⸢úr⸣- ma	I properly re constructed	1
nu -⸢uḫ-šu⸣	abun dance	1
mé-e	of water	1
⸢la na-pa⸣- ar-ku-ti	cease less	1
ú -na-ak-ki-mu	I a massed	1
é-sag-íl	Esagil	1
ni-qu	offerings	1
a-na-ku	I	1
iš-ru-ku	granted	1
ì-nu-ma	When	1
d ⸢AMAR UTU	Marduk	1
mé -⸢e⸣	of wat er	1
nu-úḫ-⸢šu	abundance	1
gap⸣-šu-ti	full spate	1
ina	by	1
ṭe-em₄	will	1
d ni-in-ši-⸢qa⸣	of Ninšiqa	1
⸢i-na⸣	through	1
né-me-qí	wisdom	1
⸢ša⸣	by	1
d é-a	Ea	1
⸢i-na	with	1
šu-um-mu-ḫu	very plentiful	1
le⸣-ʾu-ú-ti	competence	1
ša	by	1
i-qí-⸢šu⸣	provided	1
di -⸢in⸣	decisi on	1
na-as-qu	choice	1
ša	of	1
d UTU	Šamaš	1
a-na	to/for	1
bár-sipa KI	Borsippa	1
⸢é⸣-zi-da	Ezida	1
⸢É⸣ gur-šu	bīt-guršu	1
ú-ša-lam-an-ni	he makes successful	1
⸢IGI SÁ⸣	gifts	1
d NÈ ERI₁₁ GAL-LUGAL-ú-ṣur	Neriglissar	1
