AKK	ENG	Frequency
a-na	to	3
ù	and	2
d AMAR UTU	Marduk	2
ZIMBIR KI	Sippar	2
d na-bi-um-IBILA-ú-ṣu-úr	Nabopolassar	2
d UTU	Šamaš	2
EN-ia	my lord	2
d a-a	Aya	1
u	and	1
d UTU	of Šamaš	1
ÍD BURANUN	Euphrates	1
na-ra-am	beloved	1
ma-ḫa-zi	cult center	1
ṣí-i-ri	exalted	1
ì-nu-mi-šu-um	at that time	1
ú-ma-ʾi-i-ra-an-ni	issued	1
ú-um-mi-id	provided	1
eš-re-e-ti	shrines	1
ka-bi-it-ti	important	1
úr-ta-šu	order	1
a-na	from	1
ud-du-šu	renovate	1
ma-ḫa-zi	for cult centers	1
za-na-an	provide	1
GAL-ú	great	1
EN	lord	1
ì-nu	When	1
a-na-ku	I	1
d na-bi-um	Nabû of	1
ti-ri-iṣ	protégé	1
RA KI KÁ DINGIR	of Babylon	1
is-si-šu-ma	withdrew	1
i-re-e-qu	too distant	1
qú-ud-duš	to purify	1
el-lu-tim	of pure	1
KAR	embankment	1
ú-ša-ar-ši-id-ma	I firmly secured	1
a-gur-ri	baked bricks	1
ESIR UD DU A	bitumen	1
i-na	with	1
šu-a-ti	of that	1
ÍD	river	1
ki-bi-ir	bank	1
ú-ki-in	I firmly established	1
a-na	for	1
nu-úḫ-ši	abundance	1
be-lu-ti-šu-nu	their lordship	1
me-e	water	1
ú-ša-aḫ-ra-am-ma	I had dug	1
ÍD BURANUN	Euphrates River	1
ia-a-ti	me for	1
ì-lí	gods	1
pa-li-iḫ	who reveres	1
ša-aḫ-ṭim	respectful	1
à-aš-ri	humble	1
sa-a-bu	draw	1
šu-ul-mi-im	secure	1
me-e	waters	1
LUGAL	king	1
