AKK	ENG	Frequency
ù	and	12
LUGAL	king	5
EN	lord	5
i-na	in	4
la	not	4
d AMAR UTU	Marduk	4
a-na	to	3
šu-an-na KI	Šuanna	3
ša	of	3
GAL	great	3
a-ši-ib	who live	3
m ku-ra-áš	Cyrus	2
TU GUR₄ MUŠEN MEŠ	pigeons	2
URI KI	Akkad	2
TIN TIR KI	Babylon	2
TIN TIR KI	of Babylon	2
UD MEŠ	days	2
ú-še-ši-ib	I allowed	2
a-di	to	2
DINGIR MEŠ	deities	2
i-na	at	2
ù	Furthermore	2
m ka-am-bu-zi-ia	Cambyses	2
tam-tim	Sea	2
d AN ŠÁR-DÙ-IBILA	Ashurbanipal	1
áš -⸢ri-šú⸣	its plac e	1
an-ḫu-ut-su-un	I allowed	1
ú -⸢šak-li-lu⸣	com pleted	1
i-⸢pu⸣- šu-ma	had bu ilt	1
maḫ-ri	previous	1
šá	of	1
ma-aṣ -⸢ṣar-ta⸣-šú	its defen ses	1
TIN TIR ⸢KI⸣	Babylon	1
GAL-a	great	1
BÀD	wall	1
BÀD im-gur- d EN LÍL	Imgur-Enlil	1
áš-ri-šu-nu	their places	1
da-ád-mi-šú-un	their settlements	1
m NÍG BA- d AMAR UTU	of Qīšti-Marduk	1
IM	Tablet	1
A	son	1
DUMU-šú	his son	1
ša	that	1
ba-⸢laṭ⸣	lif e	1
šu-mu	name	1
šu-ub-ti	of them	1
iḫ-de-e-ma	was pleased	1
a-še-eʾ-a	I strive	1
pa-la-⸢aḫ⸣-šú	to revere him	1
u₄-mi-šam	daily	1
ú-ṭa-aḫ-ḫi-id	I provided	1
u₄ -⸢mi⸣-šam	Daily	1
UZ TUR MUŠEN MEŠ	ducks	1
KUR GI MUŠEN	geese	1
e-li	more than	1
10	ten	1
UZ TUR MUŠEN	ducks	1
2	two	1
KUR GI MUŠEN	ge ese	1
ka-li-ši-na	all	1
a-lik	who came	1
KUR KUR	lands	1
LUGAL-ú-tu	kingship	1
⸢ik-tar-ra-bu⸣	blessed	1
BÁRA-i-ni	our shrines	1
⸢SÙ⸣ MEŠ	distant	1
⸢ù⸣	Also	1
UN MEŠ	people	1
ra-⸢im⸣	who loves	1
pa-li-ḫi-ka	who reveres you	1
ap-pa -⸢al⸣-sa	had been deposited	1
qer-ba-šu	inside it	1
šá	that	1
maḫ-ri- ia	before me	1
u	and	1
a-na qé-er-bi	into	1
EN-ia	my lord	1
ma-ḫa-zi-šu	of its shrines	1
LUGAL MEŠ	kings	1
ka-li-iš	every	1
kib-ra-a-ta	quarter	1
ša	from	1
BÁRA MEŠ	daises	1
nap-ḫar	All	1
LUGAL	of kings	1
um-ma-ni-ia	of my army	1
nap-⸢ḫar⸣	entir ety	1
lìb-bi- ia	my offspring	1
DUMU	son	1
pa-li-iḫ-šu	who reveres him	1
⸢GAL⸣-ú	gre a t	1
nap-ḫar	whole	1
kul-lat	all	1
qé-er-ba	inside	1
KÁ DINGIR RA KI	of Babylon	1
⸢ša⸣	wh o	1
DUMU MEŠ	citizens	1
⸢KUR⸣- šu-me-ri	of Sumer	1
⸢ù⸣	and	1
rap-ša-tim	widespread	1
um-ma-ni-ia	My troops	1
i-na qé-reb	inside	1
šu-bat	I took up	1
