AKK	ENG	Frequency
LUGAL	king	6
d UTU	Šamaš	5
É	temple	4
d 30	Sîn	4
ina	in	3
u	and	3
a-na	to	3
LÚ KÚR MEŠ-ia	my enemies	2
d a-a	Aya	2
ŠÚ	of world	2
ù	and	2
ša	who	2
KUR aš-šur KI	of Assyria	2
d nin-gal	Ningal	2
la	without	2
šu-a-tu	that	2
šal-⸢me⸣	favorable	1
KUR-i	from mountains	1
NA₄	stone	1
NA₄ pi-i-li	limestone	1
ina	with	1
še-me-e	propitious	1
u₄-me	day	1
ina	In	1
ITI	month	1
ṣe-er	upon	1
mu-⸢šab⸣	residenc e	1
a-na	as	1
URU	of city	1
qé-reb MURUB₄	citadel	1
⸢ḫi⸣-šiḫ-ti	were needed	1
dan-ni	strong	1
tam-le-e	terrace	1
ṭa-a-ba	sweet	1
mim-ma	whatever	1
e-re-es-si-na	fragrance	1
šá	whose	1
GIŠ ŠUR MÌN	of cypress	1
GIŠ IG MEŠ	doors	1
ú-šat-⸢ri⸣- ṣa	I roof ed it	1
MAḪ MEŠ	magnificent	1
GIŠ EREN	cedar	1
GIŠ ÙR MEŠ	beams	1
ú-na-a-ti	utensils	1
ú-šak-lil	completed	1
ar-ṣip	I built	1
NINA KI	Nineveh	1
a-na	in	1
šu-a-tú	that	1
⸢ad⸣-di	I laid	1
uš-ši-šú	its foundations	1
si-ḫir-ti-šú	its entirety	1
SIG₅ MEŠ-šú	good things for him	1
šá	of	1
DINGIR MEŠ	of gods	1
ṣe- ḫe-ri-šú	his you th	1
ul-tu	from	1
rap-šú	fine	1
lìb-bu	of intellect	1
i-du-ú	knows	1
ka-la-ma	all	1
diš-ta-ri	goddesses	1
pa-laḫ	to revere	1
ud-du-⸢uš⸣	renew	1
áš-ru	humble	1
na-aʾ-du	pious	1
NUN	prince	1
URI KI	Akkad	1
KUR EME GI₇	of Sumer	1
KÁ DINGIR RA KI	of Babylon	1
GÌR NÍTA	governor	1
⸢LUGAL⸣	ng ki	1
ša	whom	1
ba-nu-ú	constructed who	1
d 30⸣	of S în	1
ku-um-⸢mu	cella	1
šá	whether	1
m AN ŠÁR-ŠEŠ-SUM NA	Esarhaddon	1
a-na- ku	I	1
e-pu-⸢šú⸣	he did bui ld	1
la	not	1
be-lu-ti-šú-nu	their lordly	1
maš-tak	living quarters	1
ša⸣	which	1
e-⸢pu-šu-ma⸣	m a de	1
d aš-⸢šur⸣	of Aššur	1
d nin-⸢gal⸣	Ninga l	1
d 30	of Sîn	1
ṣa-lam	images	1
⸢LUGAL⸣	ki ng	1
m d 30-ŠEŠ MEŠ-SU	of Sennacherib	1
DUMU	son	1
mu-šak-⸢li⸣- il	who complet ed	1
šaḫ-tu	respectful	1
É	for temple	1
ag-mu-ra	br ought to end	1
KÙ BABBAR	silver	1
DUMU MEŠ-e- a	my descendants	1
e-nu-ma	when	1
i-nam-⸢bu⸣- u	na me	1
UN MEŠ	people	1
KUR	land	1
be -⸢lut⸣	rul e	1
ut-tu-šu-ú-ma	select	1
šá	whom	1
LUGAL MEŠ	of kings	1
ša-ti-na	these	1
u₄-me	days	1
EGIR	future	1
a-na	In	1
la-áš-pur	govern	1
la-be-el	I may rule	1
i-qab-bu-u	wishes	1
⸢lìb⸣- bi	hea rt	1
e-ma	wherever	1
eš-re-e-ti	shrines	1
i-lab -⸢bi-ra⸣-ma	become ol d	1
ki-šit-ti	triumph	1
⸢šu⸣-mì	my name	1
na-par-ka-a	ceasing	1
ITI-šam- ma	mont hly	1
li-ter	return	1
áš-ri-šú	its place	1
liš-ṭur	write	1
šu-me-šú	his name	1
it-ti	with	1
BAL-qí	make	1
en-na-⸢ḫa⸣	dilapidated	1
UDU SISKUR	offering	1
lip-šu-uš	anoint	1
Ì GIŠ	with oil	1
li-mur-ma	read	1
MU-ia	my name	1
MU ⸢SAR⸣-ú ši-ṭir	inscript ion	1
lu-ud-diš	renovate	1
an-ḫu-us-si-na	dilapidated section	1
li-⸢šá -zi-zu⸣-ni-ma	to stand over	1
li-i-ti	victory	1
⸢KÙ⸣ GI	go ld	1
EN MEŠ	lords	1
e-lat	at height	1
ta-mar-ti	appearance	1
mi-gi⸣- ir	favor ite	1
⸢LUGAL	king	1
m ⸢AN⸣ ŠÁR-⸢ŠEŠ⸣-SUM NA	Esarhaddon	1
ia-a-ti	me	1
GAL MEŠ	great	1
a-na šat-ti	Thereupon	1
ITI ⸢BÁRA	Nisannu	1
na-par-ka-⸢a⸣	ceasing	1
ITI-šam-ma	monthly	1
⸢GAL⸣ MEŠ	great	1
DINGIR MEŠ	gods	1
ši-pir-šú	its construction	1
liq-bu-u	order	1
ú-⸢šak-li-lu	I had completed	1
ul-tu	When	1
AN-e	of heaven	1
it-tu	omen	1
ga-re- e-ia	my foes	1
li-tap-pa-lu	discuss	1
li-šam-qí-tu	cut down	1
lis-ki-pu	flatten	1
a-a-bé-e-a	my enemies	1
⸢li⸣-né-ru	May they kill	1
la šu-un-né-e	immutable	1
pi-i- šú-nu	their command	1
i-na	by	1
a-ḫa-meš	with one another	1
na-an-na-bi	of progeny	1
da-mì-iq-tu	good	1
šum-⸢dul⸣	incr ease	1
pe-er-ʾi	of offspring	1
šu-muḫ	abundance	1
lit-tu-ti	extreme old age	1
ka-šid	reaching	1
u₄-me	of days	1
a-rak	lengthening	1
ša	concerning	1
m aš-šur-ŠEŠ-SUM NA	Esarhaddon	1
