AKK	ENG	Frequency
ù	and	5
i-na	in	4
a-na	For	4
BÀD	wall	3
in	with	3
a-bi	father	3
SIG₄	slabs	3
É-su	his temple	3
KÁ DINGIR RA KI	of Babylon	3
bar-sí-pa KI	Borsippa	3
ša	that	2
GAL	great	2
EN	of lord	2
su-le-e	street	2
GAL GAL	great	2
né-mé-et-ti- d EN LÍL	Nēmetti-Enlil	2
ka-a-ri	embankments	2
ša	of	2
KÁ DINGIR RA KI	Babylon	2
KAR	embankment	2
a-gur-ri	baked brick	2
2	two	2
d AMAR UTU	Marduk	2
da-nu₄-ti	strong	2
ma-áš-da-ḫa	processional street	2
la	but not	2
NA₄ DÚR MI NA BÀN DA	of breccia	2
e-pú-uš	I built	2
a-di	to	2
TIN TIR KI	of Babylon	1
a-gur-ri	of baked brick	1
ma-ka-a-at	piers	1
é-zi-da	of Ezida	1
i-pu-šu-ma	built	1
a-ra-aḫ-ti	of Araḫtu	1
ka-a-ri	embankment	1
na-am-ri-iš	radiantly	1
e-pu-uš	built I	1
ik-ṣú-ru	constructed	1
ki-bi-ir-šu	its bank	1
ba-nu-ú-a	who had engendered me	1
ku-up-ri	bitumen	1
ši-pí-ir-šu-un	construction	1
im-gur- d EN LÍL	Imgur-Enlil	1
i-iḫ-ru-ma	He had dug	1
ḫi-ri-it-su	moat	1
ú-ša-ak-li-lu	he had completed	1
d AG-IBILA-ú-ṣu-úr	Nabopolassar	1
i-pú-šu-ma	had built	1
LUGAL	king	1
ṣa-ad-du	signs	1
li-mi-ti	enclosure	1
3	three	1
mu-šab-bi-ir	who breaks	1
ka-ak-ku	weapon	1
na-ki-ri-ia	of my enemies	1
in	in	1
d gu-la	Gula	1
be-el-ti	lady	1
mu-ṭi-ba-at	who keeps healthy	1
ši-ri-ia	my body	1
é-gu-la	Egula	1
é-ti-la	Etila	1
é-zi-ba-ti-la	Ezibatila	1
e-eš-re-e-ti-ša	sanctuaries of hers	1
i-gar	wall	1
d IŠKUR	Adad	1
nu-uḫ-šu	abundant	1
zu-un-ni₇	rain	1
mu-ša-az-ni-in	who pours out	1
KUR-ia	my land	1
as-mi-iš	suitably	1
ab-nim	I built	1
d EN ZU	Sîn	1
na-áš	who bears	1
pu-ra-at-ti	of Euphrates	1
da-mi-iq-ti-ia	good for me	1
é-dim-an-na	Edimana	1
a-bar-ti	on other side	1
ká-sikil	Kasikilla	1
ú-ra-ak-ki-su-ma	constructed	1
ši-ti-iq	quarried	1
ú-ša-al-mi	I surrounded	1
BAL RI	bank	1
d UTU ŠÚ A	western	1
ú-ša-as-ḫi-ir	I surrounded	1
a-a- i -bu-úr-ša-bu-um	Ay-ibūr-šabû	1
a-na	for	1
ta-am-la-a	infill	1
za-aq-ru	higher	1
ú-ma-al-li-ma	I filled	1
i-na	with	1
NA₄	of stone	1
KUR-i	from mountain	1
a-na	on	1
a-a-i-bu-ur-ša-bu-ú	Ay-ibūr-šabû	1
iš-tu	from	1
ká-sikil-la	Kasikilla	1
d iš₈-tár-sa-ki-pa-at-te-e-bi-ša	Ištar-sākipat-tēbîša	1
a-na	to	1
i-lu-ti-šu	of his divinity	1
ú-da-am-mi-iq-ma	I improved	1
i-pú-šu	had built	1
e-es-ni-iq-ma	I adjoined	1
ú-ba-an-na-a	beautified	1
ta-al-la-ak-ti	access way	1
ki-da-nim	outside	1
URU	city	1
ú-ša-ak-li-lu	he did complete	1
ma-aš-da-ḫa	of processional street	1
si-it-ta-a-ti	rest	1
iš-tu	From	1
du₆-kù–	Duku	1
ki-nam-tar-tar-re-e-dè	Kinamtartarede	1
pa-ra-ak	Dais	1
ši-ma-a-ti	of Destinies	1
a-a-i-bur-ša-bu-um	Ay-ibūr-šabû	1
mé-eḫ-ra-at	opposite	1
it-ti	to part	1
ú-ba-an-na-a	he beautified	1
ta-al-lak-ti	access way	1
ia-ti	me	1
e-es-ni-iq-ma	adjoined	1
re-e-eš-ta-a	first-born	1
IBILA-šu	his son	1
na-ra-am	beloved	1
ŠÀ-šu	of his heart	1
im-gu-úr- d EN LÍL	Imgur-Enlil	1
ú-ša-ak-li-il	I completed	1
i-ta-at	Beside	1
ḫi-ri-ti-šu	of its moat	1
ku-pur	bitumen	1
ab-ni-ma	I built	1
it-ti	to	1
ik-ṣú-ru	had constructed	1
d DUMU-É	Mār-bīti	1
