GRC	ENG	Frequency
Διόνυσος	Dionysus	19
Πενθεύς	Pentheus	17
σε	you	4
ἀλλʼ	But	3
ἄστεως	the city	2
διʼ	through	2
ἀμφὶ	on	2
πῶς	How	2
τί	What	2
δʼ	but	2
ἐγὼ	I	2
στολήν	In clothing	1
πρόθυμος	eager	1
ὥς	how	1
εἶ	Are you	1
σοφός	sophos	1
μαινάδων	the Maenads	1
οὐκέτι	no longer	1
ἔχει	holds	1
μʼ	me	1
αἰδώς	shame aidōs	1
ἦ θῆλυν	Female	1
ἡμᾶς	me	1
τις πάλαι	all along	1
ἔσω	inside	1
μολών	go	1
στελῶ	will dress	1
εἶ	you have been	1
θεατὴς	to view	1
ἃ	which	1
γένοιτʼ	be done	1
νουθετεῖς	advise	1
με	me	1
σύ	you	1
καλῶς	well	1
τάδε	this	1
τίνα	what	1
ἐξεμούσωσεν	gave education	1
τίνα	What	1
μοι	my	1
θύρσον	A thyrsos	1
τι	what	1
πρὸς	to	1
ἐμοί	for me	1
προσθήσεις	will you add	1
ἄλλο	else	1
τοῖσδʼ	this	1
καί	And	1
κάρᾳ μίτρα	a headband	1
δʼ	And	1
ποδήρεις	down to your feet	1
πέπλοι	A robe	1
τοῦ κόσμου	of outfit	1
στολὴν	attire	1
τὸ σχῆμα	the part	1
δεύτερον	second	1
κρατὶ	on head	1
ταναὸν	at length	1
ἐκτενῶ	I will spread out	1
σῷ	your	1
κόμην	your hair	1
φῂς	do you bid	1
βαλεῖν	to put	1
ἐμὸν	my	1
χρῶτʼ	body	1
εὖ	correctly	1
εἶπας	you speak	1
ἐκεῖ	there	1
αὖ	Again	1
εἰσίδοιμʼ	to see	1
σιγῇ	quietly	1
σάφʼ	sure	1
ἴσθι	To be	1
ὑπʼ	under	1
ἂν	would	1
ἴδοις	you see	1
ἡδέως πικρά	grievous	1
ἅ	what	1
σοι	to you	1
ὅμως	gladly	1
δʼ	But	1
ἐξῳνωμένας	in their drunkenness	1
νιν	them	1
τοῦδε	this	1
ἐλάταις	the pines	1
μέγαν	so badly	1
τί	Why	1
δοὺς	I’d pay	1
σταθμόν	an amount	1
μυρίον	enormous	1
χρυσοῦ	of gold	1
μάλιστα	Certainly	1
συγκαθημένας	sitting	1
σφʼ	the women	1
ὄρεσι	the mountains	1
ἐν	in	1
ἰδεῖν	to see	1
βούλῃ	Do you wish	1
καθήμενος	sitting	1
ἐξιχνεύσουσίν	they will track down	1
ἀνὴρ	as a man	1
νυν	then	1
καὶ	and	1
ὀφθῇς	you appear	1
ἢν	if	1
μή κτάνωσιν	they don’t kill	1
ἀνδρὸς	a man	1
ἐξ	of	1
γυναῖκας	the women	1
ἐς	among	1
τελῶ	Shall I be reckoned	1
τόδʼ	this	1
βυσσίνους	of eastern linen	1
πέπλους	clothes	1
χρωτὶ	your body	1
στεῖλαί	Put	1
κἂν	even if	1
σοι	you	1
φθονῶ	I grudge	1
τοῦ χρόνου	the time	1
τάχιστα	quickly as possible	1
ὡς	as	1
ἄγʼ	Lead	1
ὁδῷ	the journey	1
κἀπιχειρήσεις	Will you attempt	1
ἄγωμεν	Shall I guide	1
καλῶς	openly	1
ἐξεῖπας	I will go	1
ἐμφανῶς	You are right	1
λάθρᾳ	in secret	1
ἔλθῃς	you go	1
χειρὶ	in your hand	1
ἂν	could	1
στικτὸν	dappled	1
φρονῶν	if he is of phrenes	1
γέλωτα	of laughter	1
Θηβαίοις	to the Thebans	1
νιν	him	1
