GRC	ENG	Frequency
μῆλα	sheep	2
ἐγὼ	I	2
ἀλλʼ	and	1
ἑκάστῳ	them	1
κληῖσι καθῖζον	took their places	1
εἴσβαινον	went aboard	1
ὕδωρ	sea	1
βαλόντας	put	1
νηὶ	board	1
ἐν	on	1
ἀλλʼ	However	1
θοῶς	at once	1
ἐκέλευσα	told	1
ἀνὰ	to	1
ὀφρύσι	nodding	1
κλαίειν	crying	1
νεῦον	frowning	1
τύπτον	smote	1
εἴων	hush	1
γοῶντες	wept	1
φύγομεν	escaped	1
θάνατον	death	1
φάνημεν	seeing	1
ἀσπάσιοι	rejoiced	1
ἱκόμεθʼ	drive	1
ἐλαύνομεν	heading	1
νῆα	ship	1
ἐπὶ	to	1
περιτροπέοντες	the right direction	1
πολλὰ	constantly	1
τὰ	the	1
πίονα	very	1
πολιὴν	grey	1
ὅτε	Then	1
ἐρετμοῖς	with their oars	1
ἄλλοι	the other	1
οἱ δʼ	they	1
σέ	your	1
ἑταίρους	his comrades	1
ἀνδρὸς	man	1
ἐπιπλεῖν	out	1
ἑτάροισι	crew	1
κιχήσεσθαι	find you out	1
κακὰ ἔργα	sin	1
σχέτλιʼ	You wretch	1
ξείνους	visitors	1
ἐσθέμεναι	eat	1
σε	you	1
τίσατο	punished	1
θεοὶ	gods	1
καὶ	and	1
τοὺς δὲ	the	1
Ζεὺς	Jove	1
σπῆι	cave	1
ἐν	in	1
ἔδμεναι	eating	1
οἴκῳ	house	1
ἐνὶ	in	1
σῷ	your	1
Κύκλωψ	Cyclops	1
προσηύδων κερτομίοισι	jeer	1
Κύκλωπα	Cyclops	1
γέγωνε βοήσας	my voice would reach	1
ὅσσον	as	1
ἀπῆν	far	1
τόσσον	as	1
δημῷ	fat	1
