GRC	ENG	Frequency
ἐπὶ	on	3
καὶ	and	3
προτέρω	on	1
μηρίʼ	thigh pieces	1
δόσαν	gave	1
Ζηνὶ	To Zeus	1
κελαινεφέι	in the dark clouds	1
πᾶσιν	all	1
ἀνάσσει	rules over	1
ὃς	who	1
ἔκαιον	I burnt	1
ὁ δʼ	the	1
τὸν δʼ	the	1
οὐκ	not	1
ἐμπάζετο	accept	1
ἱρῶν	sacrifice	1
μερμήριξεν	brooding	1
πᾶσαι	All	1
ἀπολοίατο	destroy	1
νῆες	my ships	1
ἐύσσελμοι	benched	1
ἐμοὶ	my	1
θινὶ	shore	1
δαιομένων	I sacrificed	1
ἑταῖροι	crews	1
ἡμέας	our	1
νῆσον	island	1
ἔνθα	where	1
ἄλλαι	other	1
νῆες	ships	1
μένον	waited	1
ἁθρόαι	Clustered	1
ἑταῖροι	our comrades	1
ἥατʼ	Sitting	1
ὀδυρόμενοι	anxious	1
ποτιδέγμενοι	return	1
ἑταῖροι	The veterans	1
νῆα	ship	1
ἐκέλσαμεν	beached	1
Κύκλωπος	Cyclops’	1
μῆλα	sheep	1
ἑλόντες	unloaded	1
δασσάμεθʼ	divided	1
ἴσης	fairly	1
τίς	all	1
ἀρνειὸν	ram	1
ἐμοὶ	me	1
ἐρίηρες	trusty	1
πρόπαν	all	1
ὣς	So	1
ἐρετμοῖς	with oars	1
ἐκέλευσα	ordered	1
ἀμβαίνειν	get	1
ἀνά	on	1
τε	and	1
οἱ δʼ	They	1
αἶψʼ	soon	1
κληῖσι	places	1
καθῖζον	took	1
πλέομεν	We sailed	1
ἑτάροισιν	my men	1
ἀκαχήμενοι	in shock	1
ἄσμενοι	glad	1
ἑταίρους	the comrades	1
ὀλέσαντες	grieving	1
εἴσβαινον	cast off	1
μοι	I	1
ὡς	as	1
ἔξοχα	great	1
καὶ	And	1
ἐποτρύνας	roused	1
ἐγὼν	I	1
πολιὴν τύπτον	whitening	1
ἦμος	When	1
ἦμαρ	day	1
ἐς	until	1
ἠέλιον	the sun	1
καταδύντα	went down	1
ἥμεθα	We sat	1
δαινύμενοι	feasting	1
κρέα	meat	1
μέθυ	wine	1
ἡδύ	sweet	1
ἠέλιος	sun	1
ῥοδοδάκτυλος	streaked red	1
κατέδυ	set	1
κνέφας	darkness	1
ἦλθε	came	1
κοιμήθημεν	We lay down	1
θαλάσσης	of the sea	1
ῥηγμῖνι	shore	1
ἦμος	when	1
ἠριγένεια Ἠώς	morning	1
φάνη	was	1
τὴν	the	1
