GRC	ENG	Frequency
καὶ	and	2
ὀλέσθαι	we were done	1
λαβὼν	grabbed	1
πλημυρὶς	flood	1
πόντοιο	tide	1
θέμωσε	setting	1
χέρσον	the shore	1
ἱκέσθαι	down at	1
ἐγὼ	I	1
κοντὸν	pole	1
ἐποτρύνας	Nodding	1
ἤπειρόνδε	to the mainland	1
περιμήκεα	long	1
ὦσα	shoved	1
παρέξ	off	1
ἐμβαλέειν	fall	1
κώπῃς	on the oars	1
φύγοιμεν	get us	1
φέρε	pushed	1
πέτρης	rock	1
τὴν	the	1
ὄρεος	of a crag	1
ὁ δʼ	He	1
ἔπειτα	when	1
χολώσατο μᾶλλον	angrier	1
ἀπορρήξας	Breaking	1
ἧκε	threw	1
κορυφὴν	peak	1
μεγάλοιο	huge	1
ἔβαλε	carried	1
οἱ δὲ	They	1
κὰδ	in	1
προπάροιθε	front	1
νεὸς	prow	1
κυανοπρῴροιο	dark	1
τυτθόν	just	1
θάλασσα	The sea	1
κατερχομένης	came down	1
ὑπὲκ	out	1
ὅτε	when	1
προπεσόντες	leaned	1
γὰρ	You know	1
ἡμέων	our	1
κεφαλὰς	skulls	1
νήια	ship	1
μαρμάρῳ	cliff	1
βαλών	heave	1
τόσσον	the range	1
ἵησιν	he has	1
ἐκλύσθη	Billowed up	1
σύν	us	1
ὑπὸ	where	1
παλιρρόθιον κῦμα	backwash	1
ἑτάροισι	to the crew	1
ἐθέλεις	do	1
ἄνδρα	man	1
βαλὼν	hit	1
ὃς	that	1
ἄραξʼ	crush	1
τευ	us	1
φάμεν	we thought	1
ἑταῖροι	my men	1
ἀλλʼ	And	1
δὶς	twice	1
τόσσον	as	1
πρήσσοντες	we were	1
ἀπῆμεν	far	1
Κύκλωπα	Cyclops	1
προσηύδων	I called	1
ἐρήτυον	Hanging	1
φθεγξαμένου	sound	1
ἐπέεσσιν	begging	1
ἀμφὶ	all over	1
βέλος	rock	1
ἤγαγε	Pushed	1
πόντονδε	the water	1
εἰ	If	1
ἄκουσε	he hears	1
ἐφάμην	this	1
