GRC	ENG	Frequency
ἀνθρώπων	man	2
ὀφθαλμοῦ	eye	2
αἴ	if	2
τις	a	1
ἠμείβετο	in response	1
μύθῳ	to say	1
ὢ	‘Oh	1
πόποι	no	1
ἦ	it’s	1
με	me	1
παλαίφατα	old	1
θέσφαθʼ	prophecy	1
ἱκάνει	coming	1
ἔσκε	There was	1
ἐνθάδε	here	1
ὁ δέ	He	1
μάντις	seer	1
ἀνὴρ	man	1
ἠύς	handsome	1
μέγας	tall	1
Τήλεμος	Telemos	1
Εὐρυμίδης	Eurymides	1
ὃς	He	1
μαντοσύνῃ	prophesied	1
ἐκέκαστο	well	1
κατεγήρα	All his life	1
Κυκλώπεσσιν	to the Cyclopes	1
οἰμώξας	groaned	1
θνητῶν	mortal	1
ὅς	He	1
τίς	anyone	1
ἀλλʼ	but	1
πεῖθον	persuade	1
οὐ	didn’t	1
ἐμὸν	my	1
μεγαλήτορα	hero’s	1
θυμόν	heart—	1
μιν	him	1
ἄψορρον	back	1
προσέφην	I called	1
Κύκλωψ	‘Cyclops	1
κεκοτηότι	angry—and	1
σε	you	1
οἰκίʼ	home	1
καταθνητῶν	mortal	1
εἴρηται	Asks	1
ἀλαωτύν	put out	1
Ὀδυσσῆα	Odysseus	1
φάσθαι	Tell him	1
πτολιπόρθιον	the marauder	1
ἐξαλαῶσαι	did it	1
υἱὸν	Son	1
Λαέρτεω	of Laertes	1
Ἰθάκῃ	Ithaca	1
ἔνι	on	1
ἔχοντα	is	1
τάδε	this	1
ἔφη	told	1
πάϊς	son	1
Ὀδυσεῦ	Odysseus	1
ἵνα	so	1
τοι	you	1
ξείνια	a gift	1
θείω	I can give	1
πομπήν	to help	1
τʼ	And	1
ἐννοσίγαιον	Poseidon	1
τοῦ	his	1
ἐγὼ εἰμί	I’m	1
γὰρ	you know	1
ἄγε	come	1
πατὴρ	father	1
ἐμὸς	my	1
εὔχεται	He claims	1
εἶναι	he’s	1
αὐτὸς δʼ	me	1
κʼ ἐθέλῃσʼ	he wants	1
ἰήσεται	heal	1
οὐδέ τις	none	1
ἄλλος	Of the other	1
θεῶν	gods	1
οὔτε	no	1
δεῦρʼ	here	1
ἀλλʼ	But	1
μοι	me	1
φῶτα	hero	1
πάντα	all	1
τελευτήσεσθαι	would happen	1
ὀπίσσω	some day	1
χειρῶν	hands	1
ἐξ	at	1
Ὀδυσῆος	Odysseus’	1
ἁμαρτήσεσθαι	I would lose	1
ὀπωπῆς	my sight	1
αἰεί	always	1
ἐδέγμην	expected	1
τινα	a	1
μέγαν	great	1
οἴνῳ	drunk	1
ἐνθάδʼ	here	1
ἐλεύσεσθαι	Would come	1
μεγάλην	strong	1
νῦν	Now	1
ὀλίγος	little	1
οὐτιδανὸς	good-for-nothing	1
ἄκικυς	runt	1
ἀλάωσεν	Has put	1
ἐπεί	out—because	1
μʼ	me	1
ἐδαμάσσατο	got	1
φάσαν	They tried	1
