GRC	ENG	Frequency
τὴν δὲ	the	1
πτολιπόρθιον	the city-sacker	1
οὐρανὸν	sky	1
ἀστερόεντα	starry	1
εὔχετο	prayed	1
κλῦθι	‘Listen	1
γαιήοχε	Earth-Shaker	1
κυανοχαῖτα	Blue-Haired	1
Ὀδυσσῆα	Odysseus	1
ἐμὸς	my	1
ὀρέγων	holding	1
πατὴρ	father	1
σός	your	1
εὔχεαι	acknowledge	1
εἶναι	be	1
δὸς	Grant	1
μὴ	never	1
ἱκέσθαι	go	1
εἰς	towards	1
χεῖρʼ	arms	1
εἴ	if	1
σε	you	1
ἔφατʼ	he said	1
ἐγώ	I	1
μιν	him	1
προσέειπον	answered	1
ὣς	After	1
αἲ	‘If	1
αἰῶνός	life	1
δυναίμην	could	1
Ποσείδαον	Poseidon	1
εὖνιν	steal	1
πέμψαι	send	1
δόμον	house	1
εἴσω	to	1
ἰήσεται	heal	1
ἐνοσίχθων	earthquakes	1
οὐκ	nobody	1
ὡς	as	1
οἴκαδʼ	home	1
μοῖρʼ	fated	1
τοῦ δʼ	his	1
ἐστὶ	will	1
ἐδεύησεν	splashed	1
τυτθόν	little	1
ἀλλʼ	Or	1
μετόπισθε	beside	1
οἱ	he	1
ἰδέειν	see	1
ἔπειτα	But	1
φίλους	family	1
θέμωσε	pushed	1
κακῶς	no honor	1
οἰήιον	rudder	1
πολὺ	far	1
μείζονα	bigger	1
κῦμα	waves	1
ὁ δʼ	he	1
θάλασσα	the sea	1
χέρσον	to the shore	1
πρόσω	ahead	1
ἐκλύσθη	surged up	1
ὀψὲ	late	1
πάντας	all	1
ἔλθοι	get there	1
νηὸς	ships	1
εὕροι	find	1
πήματα	trouble	1
ἐν	in	1
οἴκῳ	his house	1
ὀλέσας	death	1
ἑταίρους	his men	1
κατερχομένης	fell	1
εὐχόμενος	prayer	1
κυανοχαίτης	Blue	1
ἔκλυε	granted	1
λᾶαν	rock	1
ἀείρας	raised	1
ἐπιδινήσας	swung	1
ἐπέρεισε	hurled	1
ἀπέλεθρον	with immeasurable force	1
Ἄϊδος	Hades’	1
