GRC	ENG	Frequency
πρῶτος	first	2
σπέος	the cave	2
ἄνακτος	master’s	1
πρῶτος	First	1
σταθμόνδε	to the yard	1
λιλαίεαι	to want	1
ἀπονέεσθαι	to go back	1
ἑσπέριος	At evening	1
νῦν	Now	1
πανύστατος	last of all	1
σύ	you	1
ἦ	Are	1
μοι	‘My	1
ῥοὰς ποταμῶν	the river	1
ὀφθαλμὸν	eye	1
ποθέεις	sad	1
τὸν	A	1
ἀνὴρ	man	1
κακὸς	bad	1
ἐξαλάωσε	blinded	1
σὺν	and	1
λυγροῖς	nasty	1
ἑτάροισι	his friends	1
δαμασσάμενος	getting	1
ἀφικάνεις	to reach	1
τέρενʼ	soft	1
ποίης	grass	1
Πολύφημος	Polyphemus	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	headed	1
θύραζε	for the entrance	1
στεινόμενος	Heavy	1
λάχνῳ καὶ	with wool—and	1
ἐμοὶ	me	1
φρονέοντι	thinking	1
τὸν δʼ	his	1
ἐπιμασσάμενος	Running	1
προσέφη	said	1
κριὲ	ram	1
Οὖτις	Noman—but	1
πέπον	poor	1
τί	why	1
ἔσσυο	leaving	1
ὕστατος	Last	1
μήλων	of all	1
οὔ	never	1
πάρος	before	1
λελειμμένος	behind	1
ἔρχεαι	lagged	1
πρῶτος	the first	1
οἴνῳ	drunk	1
γένοιο	could	1
ποτιφωνήεις	talk	1
θύραζε	through the door	1
ὑπέλυσα	untied	1
λυόμην	untangled	1
ὑπʼ	from	1
ἀρνειοῦ	the ram	1
αὐλῆς	myself	1
ἐλθόντες	had gone	1
ἠβαιὸν	a little way	1
ἀπὸ	from	1
σπείους	the cave	1
ἀπὸ	off	1
ἕο	He	1
πέμπε	sent	1
εἰπὼν	spoke	1
ὄλεθρον	trouble	1
πεφυγμένον	out of	1
πώ οὔ	not	1
εἶναι	he’s	1
τῷ	him	1
ὁμοφρονέοις	understood	1
βιβάς	steps	1
μακρὰ	big	1
ἑταίρους	my men	1
κριὸν	ram	1
πολὺ	always	1
διὰ	over	1
εἰ	If	1
εἰπεῖν	tell	1
ὅππῃ	where	1
κεῖνος	he’s	1
ἐμὸν	me	1
ἠλασκάζει	hiding	1
κέ	would	1
οἱ	his	1
ἐγκέφαλός	brains	1
ἄλλυδις ἄλλῃ	All	1
τὸν	the	1
θεινομένου	Smash	1
ῥαίοιτο	spatter	1
ἐμὸν	I	1
λωφήσειε	relief	1
κακῶν	the pain	1
μοι	me	1
τά	this	1
οὐτιδανὸς	no-good	1
Οὖτις	Noman	1
πόρεν	has caused	1
ὕστατος	last	1
