GRC	ENG	Frequency
Διόνυσος	Dionysus	17
Πενθεύς	Pentheus	16
καὶ	and	6
σὺ	thou	3
δεξιᾷ	right	2
ἢ	or	2
μὴ	not	2
σʼ	thee	2
νῦν	now	2
παρά	By	1
οὐχ	not	1
μέλει	' Tis	1
ἀνασείων	to and fro	1
προσείων	I tossed	1
μίτρᾳ	the coif	1
ὑπὸ	Under	1
καθήρμοσα	laid	1
νιν	it	1
ἐγώ	I	1
ὅδε	That	1
σε	thee	1
ἐξέστηχʼ	streams abroad	1
πλόκαμος	lock	1
ἀλλʼ	But	1
αὐτὰς	their very selves	1
εἰσορᾶν	I see	1
δοκῶ	it seems	1
θύρσον	the wand	1
λαβὼν	that I should bear	1
σʼ	on thee	1
θεραπεύειν	to tend	1
καταστελοῦμεν	It shall be tied	1
πόδα	the foot	1
ὀρθῶς	straight	1
δεξιὸν	right	1
σφυροῖσι	the feet	1
ὑπὸ	to	1
τείνουσιν	falling	1
δʼ	But	1
πέπλων	the gown	1
στολίδες	folded	1
τἀνθένδε	here	1
ἑξῆς	evenly	1
κοὐχ	Not	1
τένοντʼ	In line	1
χαλῶσι	Is loosened	1
σοι	Thy	1
ζῶναί	zone	1
σοὶ	thy	1
σὺ κόσμει	Deck	1
ἐμῆς	me	1
κάρα	With head	1
ὄρθου	straight	1
ἀλλʼ	but	1
ὁρῶν	When I look	1
ὁρᾶν	see	1
Ἰνοῦς	Ino	1
σῆς	thine	1
δύο	twofold	1
ἡλίους	sun	1
μιᾷ	one	1
πρέπεις	is like to	1
μορφὴν	Thy shape	1
θυγατέρων	Of maids	1
Κάδμου	Cadmus '	1
λόχου	His Chosen	1
κατάσκοπος	To spy	1
μητρός τῆς	upon Mother	1
δισσὰς	twofold	1
σκευὴν	in guise	1
μαινάδος	Maenad	1
γυναικὸς	Of woman	1
ὄφθητί	be seen	1
ἔξιθι	forth	1
σὲ	Thee	1
ὁρᾶν	see thou	1
χρεὼν	must	1
τὸν πρόθυμον	cravest	1
λέγω	I call	1
Θήβας	Thebes	1
ἑπτάστομον	the Wall of Seven Gates	1
ἑστάναι	stand I	1
πρόσθεν	erst	1
τὴν στάσιν	stands	1
οὐχὶ	not	1
χρή	shouldst	1
ἃ	what	1
σʼ	thou	1
ἔνσπονδος	in gentleness	1
ἡμῖν	us	1
ὢν	was	1
οὐκ εὐμενής	wrath	1
ὁμαρτεῖ	Goes with	1
καὶ	And	1
τεταύρωσαι	The Bull is on thee	1
οὖν	now	1
ἦσθα	art thou	1
θήρ	beast	1
σῷ	thy	1
κρατὶ	brow	1
κέρατα	horns	1
ἡμῖν	me	1
πρόσθεν	Before	1
ταῦρος	a Bull	1
χερὶ	In my hand	1
αὐτὸ	this	1
τῇδε	thus	1
ἀνὴρ	Man	1
ἄλλος	another	1
δέ	But	1
ἀναμένουσιν	awaiteth	1
ἀγῶνες	thy trial	1
τοιγάρ	Therefore	1
μόνος	alone	1
ὑπερκάμνεις	shalt bear their burden	1
τόδε	this thing	1
τολμῶν	I dare	1
μόνος	one	1
δʼ	then	1
Θηβαίας	Thebans '	1
διὰ	through	1
κόμιζε	Forth	1
σφᾶς	them	1
δʼ	and	1
λήψῃ	to trap	1
ληφθῇς	they trap	1
σὺ	thee	1
ἢν	so	1
ἔχεσθαι	caught	1
ἀπάξει	let bear	1
ἡ τεκοῦσά	my mother	1
ἕρκεσιν	the leaves	1
ἔρχῃ	Thou walkest	1
τἄλλα	The rest	1
ἐγὼ	me	1
Κάδμου θυγατέρες	Cadmeian	1
ὁμόσποροι	sisters	1
θʼ	and	1
χεῖρας	Thine arms	1
ἔκτεινʼ	Reach thou forth	1
Ἀγαύη	Agâvê	1
ὥστʼ	that	1
πάθη	to a doom	1
πᾶσιν	of every	1
δείνʼ	fell	1
δεινὸς	fell	1
δεινὸς	Fell	1
ἀξίων	I have earned well	1
χερσὶ	hands	1
μητρός	Thy mother ' s	1
φερόμενος	Thou shalt be borne	1
τόδʼ	that	1
ἐπὶ	For	1
ἔρχομαι	I go	1
φιλτάτοις	By love	1
ἐν	among	1
μᾶλλον	most	1
δυναίμην	Could	1
εἶχες	Being	1
πρὶν	once	1
τὰς φρένας	Thy soul	1
βούλοιο	thou wilt	1
εἰ	if	1
δύναιʼ	thou canst	1
ἐμοῖς	my	1
τοῖς ὤμοις	shoulders	1
φέρειν	lift	1
τὰς πτυχὰς	steeps	1
δεῖ	it should	1
Κιθαιρῶνος	Kithaeron ' s	1
μεθέστηκας	is changed	1
φρενῶν	thy heart	1
αἴρειν	spring	1
ποδὶ	with the foot ' s	1
δεξιῷ	right	1
χἅμα	timed	1
σημανεῖ	shall see	1
ἐν	In	1
εἰκασθήσομαι	To be like to	1
ὑγιεῖς	sick	1
ἔχεις	stands	1
ὄρνιθας	the birds	1
ἔχει συρίγματα	pipes	1
σφᾶς	They	1
δοκῶ	methinks	1
κατάσκοπον	a spy	1
κρύψῃ	shalt lie	1
ἐλάταισιν	in the pine-brake	1
κρύψω	I will lie Hid	1
οὐ	not	1
σθένει	Force	1
γυναῖκας	with women	1
Πανὸς	Pan	1
οἵας	as	1
ἔνθʼ	where	1
σύ διολέσῃς	Wouldst wreck	1
ἱδρύματα	the temples	1
Νυμφῶν	Nymphs '	1
κορυφαῖς	to the crags	1
ὦμον	shoulder	1
χεροῖν	hand	1
ἢ	Or	1
μοχλοὺς	bars of iron	1
φέρωμεν	Shall it be	1
Πενθέα	Pentheus	1
