GRC	ENG	Frequency
Πενθεύς	Pentheus	16
Διόνυσος	Dionysos	16
καὶ	and	4
ἢ	or	3
ἐγὼ	I	2
σὺ	You	2
μόνος	only	2
δοκῶ	I think	2
τἄλλα	whatever else	1
κάρα	your head	1
ἕδρας	of its place	1
μεθώρμισα	I threw	1
καταστελοῦμεν	let me fix	1
σὺ	your	1
ζῶναί	girdle	1
σοι	Your	1
ἐξ	out	1
ἔνδον	inside	1
βακχιάζων	like the Bacchants	1
προσείων	as whirled	1
πέπλων	of your robe	1
καθήρμοσα	did	1
νιν	it	1
ἐγώ	I	1
ὡς	like	1
οὐχ	Not	1
πλόκαμος	at curl	1
ὅδε	this	1
αὐτὰς	them	1
χαλῶσι	is loose	1
στολίδες	the folds	1
κοὐχ τείνουσιν	don’t fall	1
ὅταν	once	1
χερὶ	hand	1
δεξιᾷ	Right	1
λαβὼν	I hold	1
θύρσον	the thyrsus	1
βάκχῃ	a Bacchant	1
εἰκασθήσομαι	I look like	1
μᾶλλον	more	1
σώφρονας	wise	1
βάκχας	the Bacchants	1
ἴδῃς	you see	1
ἡγήσῃ	I’ll be	1
ἑξῆς	straight	1
πρῶτον	best	1
σῶν	your	1
τῶν φίλων	friend	1
τἀνθένδε	with the left leg	1
δοκοῦσι	thought	1
κἀμοὶ	I	1
σφυροῖσι	ankles	1
σέθεν	your	1
ὑπὸ	to	1
σʼ	at you	1
εἰσορᾶν	I see	1
μητρός	to mother’s	1
ὁρῶν	when I look	1
βάκχης	a Bacchant	1
ἑπτάστομον	of seven gates	1
πόλισμʼ	city	1
δὲ	and	1
μοι δοκῶ	I I think	1
ἡλίους	suns	1
δύο	two	1
ὁρᾶν	I see	1
κατάσκοπος	to spy	1
σῆς	your	1
μητρός τῆς	on mother	1
ἔχων	dressed	1
δισσὰς	two	1
μαινάδος	as a Maenad	1
σκευὴν	clothes	1
μοι	me	1
ὄφθητί	Let see	1
δωμάτων	of the palace	1
ἔξιθι	Come out	1
ὄνθʼ	to see	1
μὴ χρεὼν	you don’t need	1
ὁρᾶν	to see	1
τὸν πρόθυμον	who’s anxious	1
Θήβας	Thebes	1
καὶ	And	1
Ἰνοῦς	to Ino’s	1
ὁμαρτεῖ	is with	1
ἐμῆς	my	1
ἐν	with	1
Ἀγαύης	Agave’s	1
δῆτʼ	So	1
φαίνομαι	do I look	1
τί	how	1
νῦν	now	1
πρόσθεν	before	1
ὢν	like	1
οὐκ	not	1
ὁ θεὸς	God	1
ταῦρος	into a bull	1
θήρ	a beast	1
ποτʼ	before	1
ἦ	ever	1
ἦσθα	Were you	1
κέρατα	horns	1
προσπεφυκέναι	have sprouted	1
κρατὶ	out of head	1
σῷ	your	1
ἡμῖν δοκεῖς	I see	1
ἡγεῖσθαι	guide	1
τῇδε	left	1
αἴρειν	move forward	1
δεξιᾷ	your right hand	1
ἀγῶνες	The trails	1
πᾶσιν	to them all	1
γε	yes	1
ἡ τεκοῦσά	My mother	1
ἀπάξει	will take	1
ἄλλος	others	1
σωτήριος	your saviour	1
εἶμʼ ἐγὼ	I’ll be	1
πομπὸς	your guide	1
ἕπου	Follow	1
ὑπερκάμνεις	to undergo trials	1
ἐπίσημον	a revered symbol	1
πόλεως	for your city	1
τόδε	such a thing	1
τολμῶν	who dares	1
αὐτῶν	among them	1
εἰμʼ	I’m	1
ἀνὴρ	the one	1
Θηβαίας	of Thebes	1
διὰ	through	1
μέσης	the centre	1
με	me	1
ὄντα	You’re	1
ἔρχομαι	I’m coming	1
πάρος	first	1
εὑρήσεις	to reach	1
Βρόμιος	Dionysos	1
ὁ νικήσων	the winner	1
ἄγω	I’m bringing	1
τὸν νεανίαν	the man	1
χεῖρας	your arms	1
ἔκτεινʼ	open	1
Κάδμου	of Kadmos	1
θυγατέρες	daughters	1
θʼ	and	1
Ἀγαύη	Oh Agave	1
οὐρανῷ	the heavens	1
τόδʼ	That’s	1
κλέος	your glory	1
πάθη	battles	1
δείνʼ	mighty	1
σὺ	You’re	1
δεινὸς	mighty	1
ἀξίων	I deserve	1
μητρός	your mother	1
ἁβρότητʼ	spoilt	1
λέγεις	you mean	1
φερόμενος	deliver	1
κόμιζε	Take	1
μὴ ληφθῇς	they don’t catch	1
δεξιῷ	right	1
δύναιʼ ἄν	you will	1
ἢ	and	1
ὦμον	shoulders	1
χεροῖν	with my hands	1
ἀνασπάσω	could I do	1
μοχλοὺς	levers	1
φέρωμεν	should I bring	1
πρὶν	before	1
νῦν	Now	1
τὰς φρένας	your mind	1
αὐταῖσι βάκχαις	and all the Bacchants	1
σύ	You’d	1
ἐμοῖς	my	1
τοῖς ὤμοις	on back	1
φέρειν	to lift	1
ἂν δυναίμην	I’d be able	1
αἰνῶ	I’m glad	1
μεθέστηκας	you’ve changed	1
φρενῶν	your mind	1
ἔσται	I’ll be	1
χἅμα	at the same time	1
ποδὶ	your foot	1
βραχίονα	arms	1
μὴ	not	1
σὺ	you	1
κρύψῃ	must hide yourself	1
ἢν	if	1
σφᾶς	them	1
λήψῃ	catch	1
ὣς	as	1
ὄρνιθας	the birds	1
λέκτρων	their love nests	1
ἐν	inside	1
σφᾶς	these women	1
ἐλθόντα	since you’re going	1
κατάσκοπον	to spy	1
κρύψω	I’ll hide	1
διολέσῃς	to destroy	1
ἐλάταισιν	among the fir trees	1
νικητέον	to defeat	1
γυναῖκας	women	1
σθένει	my strength	1
οὐ	not	1
καλῶς ἔλεξας	Quite right	1
συρίγματα	to play his pipes	1
ἕδρας	there	1
Πανὸς	of Pan	1
τὰ ἱδρύματα	the haunts	1
Πενθέα	Pentheus	1
