GRC	ENG	Frequency
πρῶτος	First	3
ὑπέλυσα δʼ	last	1
ὀφθαλμὸν	lids	1
λιλαίεαι	with stately step	1
ἀπονέεσθαι	usher	1
ἑσπέριος	at evening hour	1
νῦν	Now	1
αὖτε	far	1
πανύστατος	the last	1
ἄνακτος	thy master’s	1
ποθέεις	conscious of	1
δὲ	And	1
τὸν	The	1
ἐξαλάωσε	deed	1
ὁμοφρονέοις	feel	1
ποτιφωνήεις	the power of speech	1
γένοιο	afford	1
τε	And	1
εἰπεῖν	tell	1
ὅππῃ	where	1
κεῖνος	The dastard	1
σταθμόνδε	their bower	1
πρῶτος	first	1
ἠλασκάζει	lurks	1
ἑταίρους	my fellows	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	approach’d	1
καὶ	and	1
Πολύφημος	monster	1
λάχνῳ στεινόμενος	Charged	1
πυκινὰ	with	1
φρονέοντι	fate	1
κριὲ	ram	1
λυόμην	release	1
ἀφικάνεις	to	1
αὐλῆς	myself	1
ἐλθόντες	freed	1
σπείους	hollow rock	1
νέμεαι	to crop	1
ἄνθεα	flowery	1
ποίης	mead	1
μακρὰ βιβάς	wert wont	1
ῥοὰς ποταμῶν	river’s bank	1
ἐμὸν	me	1
κῆρ	heart	1
ἀρνειοῦ	of the flock	1
σὺν	and	1
ἄλλῃ	and round	1
θύραζε	gate the	1
ἐπιμασσάμενος	pass’d	1
ὕστατος	the lag	1
τι	thou	1
σύ	Thou	1
ἦ	movest	1
γʼ	as	1
λυγροῖς	wicked	1
διὰ	from	1
ἑτάροισι	his train	1
δαμασσάμενος	afflicted	1
ἀνὴρ κακὸς	Noman	1
εἰ	would but	1
μένος	with his fear	1
θεινομένου	battered	1
ῥαίοιτο	dash’d	1
λωφήσειε	pleasure receives	1
ἀπὸ	through	1
ἄλλυδις	round	1
σπέος	rock to rock	1
ἐμὸν	my	1
πέμπε	Dismiss’d	1
κακῶν	sad	1
Οὖτις	Noman	1
οὐτιδανὸς	as vile	1
τά	a	1
κριὸν	ram	1
τὸν	the	1
εἰπὼν	spoke	1
ὣς	The giant	1
θύραζε	through	1
οὔδεϊ	the pavement	1
ἠβαιὸν	No sooner	1
προσέφη	bespoke	1
μήλων	the flock	1
τί	‘What	1
μοι	my	1
διὰ	of	1
ἐγκέφαλός	brains	1
οἱ	His	1
πρὸς	on	1
ὕστατος	master	1
