GRC	ENG	Frequency
καὶ	and	2
ἐμὸν δʼ	my	1
εἰνὶ	in	1
Κύκλωψ	Cyclop	1
στενάχων	raging	1
χερσὶ	arms	1
ψηλαφόων	Spreads	1
λίθον	stone	1
θυράων	gate	1
εἷλε	removing	1
χεῖρε	hands	1
πετάσσας	extended	1
θύρῃσι	midst	1
ὄεσσι	sheep	1
φίλον	conscious	1
στείχοντα	reach’d	1
θύραζε	door	1
τινά	us	1
εἴ	to	1
μετʼ λάβοι	seize	1
νήπιον	shallow	1
φρεσὶ	wit	1
οὕτω	Such	1
εἶναι	was	1
ἤλπετʼ	deem’d	1
ἐξαπάτησεν	effect of art	1
κῆρ	heart	1
ἐγέλασσε	Joy touch’d	1
βροτῶν	mortal	1
Κύκλωπας	Cyclops	1
οἵ	that	1
ῥά	all	1
μιν	him	1
ἀμφὶς	round	1
ᾤκεον	dwell	1
βοῆς	yell	1
ἐφοίτων	assembled	1
Πολύφημʼ	Polypheme	1
ἐβόησας	disturbs	1
δόλῳ	fraud	1
πού	his	1
βίηφιν	power	1
Πολύφημος	Cyclop	1
ἐξ	from	1
ἄντρου	his den	1
προσέφη	replies	1
Οὖτίς	Noman	1
κτείνει	kills	1
δόλῳ	fraudful	1
εὔχεο	pray	1
Ποσειδάωνι	Neptune	1
ἔφαν	cried	1
γάρ	as	1
ἔρριψεν ἀπὸ χερσὶν ἀλύων	dash’d on earth	1
ἔπειτʼ	and	1
τοὺς δʼ	Thus they	1
ἐλαύνει	surprise	1
κτείνει	oppress	1
σʼ αὐτὸν	thee	1
εἰ μὲν	‘If	1
ἄνακτι	divine	1
ἔστι	Inflict	1
περὶ	rifted	1
ἱστάμενοι	From	1
ἀίοντες	at his roar	1
ὧδʼ	Thus	1
αὖτʼ	the	1
πατρὶ	father	1
οὐδὲ βίηφιν	power	1
ὣς	the hand	1
ἀπιόντες	and strode away	1
ἀλλὰ	To	1
μῆτις	of conduct	1
δὲ	Meantime	1
ἀπὸ μὲν	from the	1
που	the	1
τίς	thieves	1
οἱ δὲ	the	1
ὠδίνων ὀδύνῃσι	with his wound	1
σύ	thy	1
ἀλέασθαι	resign	1
καθέζετο	he sate	1
ἄμμε	our	1
αὐτὰρ	Then	1
ἤπυεν	calls	1
ἠνεμοέσσας	bleak in air	1
ἄλλοθεν ἄλλος	From all their dens	1
εἴροντο	Inquire	1
σπέος	rocks	1
κήδοι	the cause	1
τίπτε	‘What	1
τόσον	hurts thee	1
νύκτα	night	1
ἀύπνους	slumbers	1
νοῦσον	disease	1
τίθησθα	breaks	1
τίς	any	1
μῆλα	flock	1
σευ	thy	1
ἦ	Does	1
ὦ φίλοι	‘Friends	1
Διὸς	Jove	1
βιάζεται	hurt	1
μή	no	1
τίς	man	1
σε	thee	1
ὁ	the	1
