GRC	ENG	Frequency
καὶ	and	2
βίηφιν	force	2
χερσὶ	with hands	1
νοῦσον	sick	1
δόλῳ	trick	1
Πολύφημος	Polyphemus	1
κρατερὸς	Strong	1
προσέφη	replied	1
Οὖτίς	Noman	1
κτείνει	is killing	1
δόλῳ	tricks	1
οἶον	alone	1
ἐόντα	you are	1
Διὸς	Zeus	1
ἐλαύνει	stealing	1
μεγάλου	Great	1
ἀλέασθαι	help	1
Ποσειδάωνι	Poseidon	1
πατρὶ	father	1
ἄνακτι	Lord	1
εὔχεο	Pray	1
ἐμὸν	I	1
ὄνομʼ	name	1
ἐγέλασσε	laughed	1
μῆτις	maneuver	1
κτείνει	kill	1
ἀύπνους	keeping	1
ἄμμε	us	1
ἠνεμοέσσας	windy	1
ἔρριψεν	hurled	1
χερσὶν	hands	1
ἕο	him	1
ἀπὸ	from	1
ἀλύων	Desperately	1
ἤπυεν	shouted	1
ἀμφὶς	around	1
ᾤκεον	lived	1
σπήεσσι	caves	1
ἄκριας	cliffs	1
ἀίοντες	heard	1
στενάχων	groaned	1
ἐφοίτων	came	1
ἄλλοθεν	from side	1
ἄλλος	every	1
ἱστάμενοι	stood	1
εἴροντο	called out	1
περὶ	near	1
σπέος	cave	1
τίπτε	What	1
ἐβόησας	screaming	1
νύκτα	night	1
ἀμβροσίην	holy	1
Κύκλωψ	Cyclops	1
ὀδύνῃσι	in his pain	1
ὠδίνων	labored	1
ἀπιόντες	they went	1
ὦ φίλοι	‘My friends	1
οὐδὲ	not	1
εἰ	‘If	1
σε	you	1
ἀγόρευον	words	1
πτερόεντʼ	flew	1
ἀπαμειβόμενοι	back	1
βιάζεται	hurts	1
ἔστι	has	1
σύ	your	1
ὡς	how	1
ἄντρου	inside	1
ἐξαπάτησεν	tricked him	1
ἀπὸ	out	1
ὄεσσι	with the sheep	1
ἤλπετʼ	thought	1
εἶναι	I was	1
εἴ	to	1
οἱ δὲ	They	1
μή	no	1
τίς	one	1
οὔ πως	no	1
με	me	1
ἐξ	from	1
σʼ αὐτὸν	you	1
οἱ δʼ	Their	1
στείχοντα	went	1
ψηλαφόων	felt	1
εἷλε	took	1
λίθον θυράων	door-stone	1
εἰνὶ	at	1
θύρῃσι	the entrance	1
καθέζετο	sat	1
χεῖρε	arms	1
πετάσσας	outstretched	1
τινά	whoever	1
λάβοι	catch	1
θύραζε	out	1
μῆλα	herds	1
νήπιον	total fool	1
αὐτὰρ	and	1
Κύκλωπας	to the Cyclopes	1
οἵ	who	1
ἐν	in	1
διʼ	on	1
ἀρημένος	hurt	1
διʼ	through	1
ἦ	Is	1
μή τίς	someone	1
σευ	your	1
Πολύφημʼ	‘Polyphemus	1
