GRC	ENG	Frequency
αὐτὸς δʼ	me	1
κατεγήρα	spent his life	1
ἔχοντα	lives	1
οἰμώξας	groaned	1
Τήλεμος	Telemus	1
Εὐρυμίδης	Eurymus	1
ἔσκε	There was	1
ἐνθάδε	here	1
ἀνὴρ	man	1
ἠύς	handsome	1
μαντευόμενος	soothsaying	1
Ὀδυσῆος	Odysseus’	1
Ἰθάκῃ	Ithaca	1
χειρῶν	hands	1
ἁμαρτήσεσθαι	lose	1
ὀπωπῆς	my sight	1
φῶτα	man	1
μέγαν	tall	1
καὶ	and	1
καλὸν	handsome	1
ἀλκήν	strength	1
οὐτιδανὸς	nobody	1
ἔνι	in	1
Λαέρτεω	Laertes’	1
ἄκικυς	weakling	1
τίς	any	1
μεγαλήτορα	tough	1
θυμόν	heart	1
οὐ	not	1
ἀλλʼ	But	1
πεῖθον	was convinced	1
ἄψορρον	back again	1
κεκοτηότι	furious	1
Κύκλωψ	‘Cyclops	1
αἴ	If	1
σε	you	1
υἱὸν	son	1
ὀφθαλμοῦ	eye	1
εἴρηται	asks	1
ἀεικελίην	mutilated	1
ἀλαωτύν	made blind	1
καταθνητῶν	mortal	1
Ὀδυσσῆα	Odysseus	1
φάσθαι	say	1
πτολιπόρθιον	the city-sacker	1
ἐξαλαῶσαι	destroyed sight	1
ὀλίγος	little	1
ἀλάωσεν	blinded	1
μέγας	tall	1
ἐλεύσεσθαι	visit	1
δεῦρʼ	on	1
αἴ	if	1
κʼ ἐθέλῃσʼ	he wants	1
τοῦ	his	1
πομπήν	get	1
δόμεναι	help	1
ἄγε	Come	1
ἐπιειμένον	endowed	1
μεγάλην	courage	1
ἔφη	told	1
τινα	a	1
μοι	me	1
τις	a	1
θέσφαθʼ	prophecy	1
ἱκάνει	come true	1
ἦ	has	1
ὃς	who	1
τʼ	and	1
ὁ δέ	He	1
προσέφην	shouted I	1
ἐδέγμην	thought	1
αἰεί	always	1
οἴνῳ	by wine	1
ἐμὸς	my	1
ἐδαμάσσατο	got the best	1
Ὀδυσεῦ	Odysseus	1
τοι	you	1
θείω	give	1
ξείνια	gifts	1
ἐννοσίγαιον	Poseidon’	1
πάϊς	son	1
εἰμί	am	1
ἐγὼ	I	1
πατὴρ	father	1
τελευτήσεσθαι	would	1
εὔχεται	proud	1
εἶναι	is	1
ἰήσεται	heal	1
οὐδέ	no	1
τις	one	1
ἄλλος	else	1
οὔτε	not	1
θεῶν	god	1
οὔτε	nor	1
ἀνθρώπων	man	1
ἐμὸν	my	1
