GRC	ENG	Frequency
πρῶτος	first	3
θύραζε	outside	2
σπέος	the cave	2
Οὖτις	Noman	2
οὔ	not	2
ὀφθαλμὸν	eye	1
ἀπονέεσθαι	to go back	1
ἑσπέριος	at evening time	1
νῦν	now	1
αὖτε	But	1
πανύστατος	the last	1
ἄνακτος	Master’s	1
τὸν δʼ	his	1
ἐξαλάωσε	blinded	1
σταθμόνδε	to the sheepfold	1
κακὸς	wicked	1
ἀνὴρ	man	1
τὸν	that	1
πεφυγμένον	escape	1
εἰ	If	1
ὁμοφρονέοις	like me	1
λιλαίεαι	to want	1
τέρενʼ	tender	1
εἰπεῖν	tell	1
κρατερὸς	Strong	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	went	1
λάχνῳ	with wool	1
στεινόμενος	heavy	1
καὶ	and	1
ἐμοὶ	me	1
φρονέοντι	clever	1
ἐπιμασσάμενος	stroked	1
Πολύφημος	Polyphemus	1
ἄνθεα	flowers	1
προσέφη	asked	1
κριὲ	ram	1
πέπον	‘Sweet	1
τί	why	1
ἔσσυο	leave	1
ὕστατος	last	1
πάρος	normally	1
πρῶτος	the first	1
νέμεαι	eat	1
ποτιφωνήεις	talk	1
ἐγκέφαλός	brains	1
κεῖνος	he	1
οἱ	his	1
σὺν	helped by	1
ἑτάροισι	his henchmen	1
λυγροῖς	nasty	1
γένοιο	could	1
ὅππῃ	where	1
ἠλασκάζει	skulking	1
κέ	would	1
θεινομένου	dash	1
ποθέεις	grieve	1
ῥαίοιτο	spatter	1
πρὸς	on	1
οὔδεϊ	the rocks	1
τά	that	1
ὣς	that	1
καὶ	then	1
αὐλῆς	myself	1
ἄλλυδις ἄλλῃ	all across	1
σύ	You	1
ποίης	the meadow	1
ἐμὸν	me	1
πέμπε	nudged	1
ἑταίρους	my men	1
διὰ	out	1
λωφήσειε	ease	1
κακῶν	the pain	1
οὐτιδανὸς	no-good	1
πόρεν	brought	1
κριὸν	ram	1
τὸν	the	1
ἕο	he	1
βιβάς	leaping	1
ἀπὸ	away	1
ἐλθόντες	rode	1
ἠβαιὸν	a short way	1
ἀπὸ	from	1
σπείους	the cave	1
λυόμην	freed	1
ὑπέλυσα	untied	1
μακρὰ	across	1
ὕστατος	Last	1
